0,1,2,3
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
0.17254901960784313,0.6274509803921569,0.17254901960784313,1.0
