,label,description,x,y,z
0,EUR,European,-1.552996533,-1.867352402,-0.784012795
1,EUR,European,-1.73080784,-1.88351283,-0.416926508
2,EUR,European,-1.972736093,-2.06077795,-0.245470403
3,EUR,European,-2.437779665,-2.292182367,-0.660987375
4,EUR,European,-2.180666154,-2.179227385,-0.556635369
5,EUR,European,-1.998038231,-2.501713466,-0.908231599
6,EUR,European,-1.820676638,-2.611212883,-0.618186288
7,EUR,European,-2.256878552,-1.850061436,-1.07112193
8,EUR,European,-1.786115177,-1.999915293,-0.660445109
9,EUR,European,-1.821968296,-1.99200914,-0.556715695
10,EUR,European,-1.760401263,-2.116388168,-0.54144161
11,EUR,European,-2.600703303,-1.285254591,-0.2591934
12,EUR,European,-1.88178903,-2.900245346,-1.261914553
13,EUR,European,-2.127774943,-2.963597767,-1.302913611
14,EUR,European,-2.48909689,-2.705095581,-0.646069811
15,EUR,European,-2.168165806,-2.679504495,-0.939070709
16,EUR,European,-2.033252623,-2.425470799,-1.243850717
17,EUR,European,-1.805503665,-1.805466349,-1.180623555
18,EUR,European,-1.475827481,-1.885352008,-0.871073083
19,EUR,European,-2.112723641,-2.256435947,-1.179961854
20,EUR,European,-2.158277352,-1.682291071,-0.253606137
21,EUR,European,-1.886258879,-2.117294157,-1.433039324
22,EUR,European,-1.910705151,-2.626449811,-0.354898441
23,EUR,European,-1.965034578,-1.890505716,-0.377046992
24,EUR,European,-1.751990845,-1.870665517,-1.22051899
25,EUR,European,-2.105401998,-2.253767067,-0.864072321
26,EUR,European,-1.513210177,-2.789147453,-0.324409234
27,EUR,European,-2.031309083,-2.405147623,-1.164524853
28,EUR,European,-1.609928215,-2.204755955,-1.178075627
29,EUR,European,-2.076746094,-2.650802141,-0.90027804
30,EUR,European,-1.616214239,-2.293478034,-0.682437875
31,EUR,European,-2.155875285,-1.658252727,-1.25418134
32,EUR,European,-2.004961925,-2.447688394,-1.164598632
33,EUR,European,-1.870293239,-2.183240549,-1.620440096
34,EUR,European,-2.205056108,-2.401824111,-0.841008739
35,EUR,European,-1.769377318,-2.414585576,-0.276379756
36,EUR,European,-1.34612212,-2.751021685,-0.332169625
37,EUR,European,-2.174355721,-2.849199593,-0.839386303
38,EUR,European,-1.810081632,-1.875368491,-0.948454325
39,EUR,European,-1.472559785,-2.753595969,-1.031223982
40,EUR,European,-1.433581839,-1.637683466,-0.453406297
41,EUR,European,-1.831764696,-1.732456449,-1.072379949
42,EUR,European,-1.412165086,-2.061261047,-0.181587933
43,EUR,European,-2.318531939,-2.358117135,-1.394798326
44,EUR,European,-1.074832526,-2.46818484,-0.987503268
45,EUR,European,-2.368360122,-2.058898518,-0.545288412
46,EUR,European,-1.842774148,-2.669154585,-0.40533511
47,EUR,European,-2.10298814,-2.188666575,-1.086971942
48,EUR,European,-1.80289192,-2.478609811,-1.454724587
49,EUR,European,-1.529359704,-1.852758918,-1.130291332
50,EUR,European,-2.194237602,-2.514650002,-0.833011691
51,EUR,European,-1.795372274,-2.330429944,-1.678500107
52,EUR,European,-2.111947225,-2.576679998,-1.070393428
53,EUR,European,-1.384986345,-2.394392095,-0.321852433
54,EUR,European,-2.242375318,-2.447877591,-0.858500561
55,EUR,European,-1.887056128,-1.794256645,-0.495542773
56,EUR,European,-2.136840196,-1.35656916,-1.245609757
57,EUR,European,-1.676449001,-2.560340568,-1.68166925
58,EUR,European,-1.921704627,-2.90597439,-0.506043181
59,EUR,European,-2.318506856,-1.943729217,-1.500852451
60,EUR,European,-2.151046376,-1.748793041,-0.826823428
61,EUR,European,-1.907652241,-2.457485201,-0.412083687
62,EUR,European,-2.598337475,-2.002857169,0.394264655
63,EUR,European,-1.877822239,-2.93172341,-1.532075745
64,EUR,European,-2.231555498,-2.698217153,-0.613370265
65,EUR,European,-2.024319868,-2.148450205,-0.120397474
66,EUR,European,-2.237342658,-2.210603316,-1.214171655
67,EUR,European,-2.341601691,-2.140660955,-0.353198654
68,EUR,European,-2.225968919,-1.719475687,-0.396038285
69,EUR,European,-2.552489813,-1.646953076,-0.639856857
70,EUR,European,-1.251831423,-2.389531771,-0.568186828
71,EUR,European,-2.227013022,-1.953257962,-0.321167972
72,EUR,European,-1.897340189,-2.610361425,-0.522044824
73,EUR,European,-1.791158761,-2.382859831,-1.484152801
74,EUR,European,-1.87458486,-2.575961828,-0.154733009
75,EUR,European,-2.331599816,-2.73048033,-1.195813334
76,EUR,European,-2.087312344,-1.723284093,-1.448918716
77,EUR,European,-2.259484794,-2.538559762,-1.933210731
78,EUR,European,-2.001655294,-2.325681669,-0.748355688
79,EUR,European,-2.136784713,-2.489895254,-0.093656918
80,EUR,European,-1.934398453,-2.469753697,-0.573176394
81,EUR,European,-1.527381738,-2.157240383,-0.948938035
82,EUR,European,-1.532373239,-2.331800625,-0.963385244
83,EUR,European,-1.658045081,-2.913743251,-1.303177944
84,EUR,European,-1.759932122,-2.694483984,-0.803425161
85,EUR,European,-2.255910233,-2.166556848,-0.659722516
86,EUR,European,-1.963225548,-1.644964692,-0.558313307
87,EUR,European,-1.388980434,-2.611517532,-0.707237533
88,EUR,European,-2.292213755,-2.23337578,-1.135226046
89,EUR,European,-2.077568845,-2.358923992,-1.332137693
90,EUR,European,-2.625883668,-2.227231374,-0.175048495
91,EUR,European,-1.55910212,-2.452916648,-0.362145511
92,EUR,European,-1.846194726,-3.040238143,-0.85121346
93,EUR,European,-1.96160748,-1.620756238,-0.704911713
94,EUR,European,-2.311771812,-1.976091356,-0.969839518
95,EUR,European,-2.377011084,-2.199439031,-0.616873378
96,EUR,European,-1.794363725,-2.448028725,-1.099403773
97,EUR,European,-1.541418217,-2.553389674,-0.978927467
98,EUR,European,-1.633657687,-2.439407861,-0.725579552
99,EUR,European,-2.17938355,-2.758661164,-0.980045504
100,EUR,European,-2.109604096,-2.500938356,-1.191598904
101,EUR,European,-1.954811937,-2.229840725,-0.430795066
102,EUR,European,-2.12565044,-2.763146397,-0.340571839
103,EUR,European,-1.782706763,-2.029975697,-0.215962055
104,EUR,European,-1.985077716,-1.890237149,-1.006236038
105,EUR,European,-2.265007591,-2.249069839,-1.185858375
106,EUR,European,-1.661713029,-1.71190787,-0.477993432
107,EUR,European,-2.375220082,-2.19570497,-0.457384229
108,EUR,European,-2.15022782,-1.526397721,-0.016156886
109,EUR,European,-1.905146248,-1.88516199,-0.458396283
110,EUR,European,-2.0977946,-2.45121952,-0.789494176
111,EUR,European,-2.010509289,-1.533291446,-0.569016146
112,EUR,European,-2.153131648,-2.591800077,-0.324506728
113,EUR,European,-2.330415939,-2.398352356,-0.682511189
114,EUR,European,-1.918451942,-1.727111477,-0.625292404
115,EUR,European,-1.662951802,-2.426727746,-1.023034794
116,EUR,European,-1.967507281,-2.407935511,-0.278466034
117,EUR,European,-2.260900474,-2.1457389,-0.530606664
118,EUR,European,-2.039265247,-1.336532096,-0.813909701
119,EUR,European,-2.269603268,-2.139764651,-0.884906294
120,EUR,European,-1.692978558,-1.52756614,-0.817331453
121,EUR,European,-2.248044946,-1.872184622,-1.109186213
122,EUR,European,-1.916418329,-1.955182566,-1.162903157
123,EUR,European,-2.101488014,-2.111410862,-0.845125887
124,EUR,European,-2.619245281,-1.326107609,-0.729995585
125,EUR,European,-2.143037559,-1.960244992,-1.559128021
126,EUR,European,-2.04510864,-2.470518515,-0.503151882
127,EUR,European,-1.779289244,-1.990102104,-0.152900793
128,EUR,European,-2.587433062,-2.11559511,-0.662392663
129,EUR,European,-2.285156134,-0.971864343,-0.983034537
130,EUR,European,-1.861308132,-2.147497152,-0.10080318
131,EUR,European,-1.830220159,-1.557121483,-0.992756123
132,EUR,European,-1.559570517,-1.935453116,-1.767988838
133,EUR,European,-1.824002645,-2.595034076,-1.036924824
134,EUR,European,-1.594006077,-1.802230959,-0.454199548
135,EUR,European,-1.596496462,-1.861016548,-0.84800524
136,EUR,European,-1.881882297,-1.972184586,-0.558798704
137,EUR,European,-1.95235605,-2.566280076,-0.539174841
138,EUR,European,-1.87974599,-1.565586142,-0.237933709
139,EUR,European,-2.216285693,-1.97114041,-1.440278804
140,EUR,European,-2.645246836,-2.813153306,-1.272086901
141,EUR,European,-2.187633335,-1.67991109,-0.496356009
142,EUR,European,-2.418818449,-2.046267792,-0.833920646
143,EUR,European,-2.007675889,-2.139857,-0.582189656
144,EUR,European,-1.566562065,-2.345503293,-0.474986082
145,EUR,European,-2.070392557,-2.466585043,-0.608338256
146,EUR,European,-1.768533586,-1.487221663,-0.515692721
147,EUR,European,-1.457954833,-2.182706858,-0.934548339
148,EUR,European,-2.285887038,-2.163489077,0.059005778
149,EUR,European,-1.983835868,-2.193278755,-0.461129285
150,EUR,European,-2.240147924,-2.005928837,-0.270682528
151,EUR,European,-2.194326205,-1.970539579,-0.592581338
152,EUR,European,-2.306962625,-1.805138822,-1.1622026
153,EUR,European,-2.045745129,-1.62855094,-0.16603061
154,EUR,European,-2.30410025,-1.816651921,0.517818042
155,EUR,European,-1.899281259,-2.639797673,-1.373864265
156,EUR,European,-2.445378938,-1.601231175,-0.020942871
157,EUR,European,-2.183131813,-2.474913497,-1.147310111
158,EUR,European,-2.285062939,-2.178126682,-1.584972112
159,EUR,European,-1.287875433,-2.569686584,-0.759427802
160,EUR,European,-1.574022813,-1.418785503,-0.075537271
161,EUR,European,-2.092488747,-1.96541533,-1.170542637
162,EUR,European,-1.693734141,-2.17707603,-0.542773414
163,EUR,European,-2.014195678,-1.908330751,-0.693360013
164,EUR,European,-2.304401235,-2.310564256,-1.71911555
165,EUR,European,-1.992974298,-1.861027626,-0.371670341
166,EUR,European,-1.632499688,-1.662756226,-0.246288655
167,EUR,European,-2.453368352,-2.180503973,-1.771214265
168,EUR,European,-2.196022884,-2.375644427,-0.830022927
169,EUR,European,-2.059374747,-2.472806882,-0.973204556
170,EUR,European,-1.563560656,-2.781326017,-1.368925593
171,EUR,European,-2.284110773,-2.370567738,-0.4593785
172,EUR,European,-1.731319847,-1.831142708,-1.146048072
173,EUR,European,-2.203230142,-2.164304577,-1.466674262
174,EUR,European,-2.038138258,-2.257778155,-1.047042544
175,EUR,European,-2.282887052,-1.864104421,-0.171977585
176,EUR,European,-2.266785771,-3.023195954,-0.299239692
177,EUR,European,-2.162977069,-2.651166982,-1.535341258
178,EUR,European,-2.584813349,-2.269296638,-0.329749668
179,EUR,European,-1.700796696,-2.466709572,-0.433929365
180,EUR,European,-1.792851825,-2.200081911,-0.956649334
181,EUR,European,-2.223572333,-1.877219195,-0.042061502
182,EUR,European,-1.810419116,-1.560705036,0.051563313
183,EUR,European,-2.094294318,-1.925889621,-1.184561286
184,EUR,European,-2.026207409,-2.047200011,-0.714320501
185,EAS,East Asian,-1.334531405,3.633001413,-1.323227234
186,EAS,East Asian,-1.021821145,3.120157085,-1.523803628
187,EAS,East Asian,-1.076534314,3.05627644,-0.07601153
188,EAS,East Asian,-1.53494774,3.008865402,0.463933514
189,EAS,East Asian,-1.86513649,3.812958597,-0.648299912
190,EAS,East Asian,-1.830581546,3.167050438,-0.014622765
191,EAS,East Asian,-0.964836184,3.184228724,-0.641226493
192,EAS,East Asian,-0.92437884,2.893089308,-1.247187239
193,EAS,East Asian,-1.648681219,3.429534529,-0.010106964
194,EAS,East Asian,-1.508887435,3.146870807,-0.881441718
195,EAS,East Asian,-0.524664245,2.941781745,-0.953669459
196,EAS,East Asian,-1.580385031,3.259606467,-0.9467227
197,EAS,East Asian,-0.578959227,3.253909695,-0.243713571
198,EAS,East Asian,-1.185394746,2.98334788,-0.958479601
199,EAS,East Asian,-1.509907014,2.605010802,-0.815724239
200,EAS,East Asian,-1.238053821,3.180299827,-0.286804269
201,EAS,East Asian,-0.895904653,2.771792043,0.021872736
202,EAS,East Asian,-0.645797724,2.860085816,-0.860029672
203,EAS,East Asian,-1.67748503,2.759487826,-0.591778936
204,EAS,East Asian,-1.43999546,3.43666603,-0.657651877
205,EAS,East Asian,-1.202134114,3.658305685,-0.629559338
206,EAS,East Asian,-0.618516646,2.922591244,-0.693185334
207,EAS,East Asian,-0.697661613,3.28698636,-1.074975692
208,EAS,East Asian,-1.592694584,3.255330446,-0.019356974
209,EAS,East Asian,-1.194999934,2.837348015,0.450312396
210,EAS,East Asian,-1.20008564,2.537232598,-0.877664109
211,EAS,East Asian,-1.20295245,3.635441421,-0.510167839
212,EAS,East Asian,-1.1112354,3.457243359,-0.216631971
213,EAS,East Asian,-0.938723743,3.57376433,-0.33209798
214,EAS,East Asian,-1.477617746,2.953215521,-0.966158162
215,EAS,East Asian,-1.489905416,3.264168445,-0.696135938
216,EAS,East Asian,-1.464533734,2.847604902,-0.856429613
217,EAS,East Asian,-1.390933878,2.847921559,-0.005326504
218,EAS,East Asian,-1.352825771,2.997313926,-0.957292099
219,EAS,East Asian,-1.410579939,3.304995277,-0.562056652
220,EAS,East Asian,-0.999399807,3.43062921,-0.97896835
221,EAS,East Asian,-1.174951643,2.662263502,-0.669233015
222,EAS,East Asian,-1.006674117,3.530024929,-0.962470582
223,EAS,East Asian,-1.442618855,2.73329248,-0.296377361
224,EAS,East Asian,-1.434819937,3.022724763,-0.216499567
225,EAS,East Asian,-0.841235663,3.548947939,-0.349803903
226,EAS,East Asian,-1.314801767,2.990164877,-0.603740579
227,AMR,Ad Mixed American,-1.64968053,-1.228185087,0.192366678
228,AMR,Ad Mixed American,-0.726636816,-1.261315757,0.598368207
229,AMR,Ad Mixed American,-1.254844975,-0.889180587,1.569507498
230,EAS,East Asian,-0.849869997,3.454788079,-0.388928375
231,EAS,East Asian,-1.510176924,3.476933672,-1.191884984
232,EAS,East Asian,-1.413847293,3.356475843,-0.841092334
233,EAS,East Asian,-1.723330387,3.972265592,-0.534519119
234,EAS,East Asian,-0.632685376,2.765198798,0.002940078
235,EAS,East Asian,-1.692497064,3.231667082,-0.381790752
236,EAS,East Asian,-1.530006538,2.818687368,0.733120289
237,EAS,East Asian,-0.915030577,2.502384353,-0.258349085
238,EAS,East Asian,-1.512461963,3.007733059,-0.059637054
239,EAS,East Asian,-0.938462485,2.99555956,-1.072500238
240,EAS,East Asian,-1.152274497,3.127722913,-0.613567658
241,EAS,East Asian,-1.129978586,3.095226259,-0.213641765
242,EAS,East Asian,-1.355017311,2.658670489,-1.209300019
243,EAS,East Asian,-0.842973279,3.319286738,-0.433463744
244,EAS,East Asian,-1.304492729,3.450544678,-1.19978535
245,EAS,East Asian,-1.265277951,2.913851295,0.161555668
246,EAS,East Asian,-1.390842054,3.209101348,-0.77982444
247,EAS,East Asian,-1.209749646,3.209479014,-0.330389469
248,EAS,East Asian,-1.185270131,2.515730233,-0.01273989
249,EAS,East Asian,-1.697250055,2.978412642,0.075247399
250,EAS,East Asian,-1.57529924,3.202829891,-0.275921571
251,EAS,East Asian,-1.570423212,2.97479456,0.275648906
252,EAS,East Asian,-1.193721223,3.365715489,-0.230378349
253,EAS,East Asian,-1.878598103,3.287417511,-1.094564064
254,EAS,East Asian,-1.603115911,2.251908383,0.587601724
255,EAS,East Asian,-1.027330275,3.337887278,-0.646831337
256,EAS,East Asian,-1.503911629,3.248362851,-0.51339414
257,EAS,East Asian,-1.539282576,3.146831431,-0.393905094
258,EAS,East Asian,-0.840529044,3.28783816,-0.402910405
259,EAS,East Asian,-1.600358791,3.313802739,0.26890405
260,EAS,East Asian,-1.524167059,3.044253799,-0.595393414
261,EAS,East Asian,-1.288175338,3.470574415,-0.332140932
262,EAS,East Asian,-1.18911813,3.269488161,-0.056065833
263,EAS,East Asian,-1.428057769,3.407427568,-1.024584322
264,EAS,East Asian,-1.007678891,2.585445163,-0.448868768
265,AMR,Ad Mixed American,-1.500425614,-1.022028329,0.933677716
266,AMR,Ad Mixed American,-1.553960755,-1.267429103,0.250371683
267,AMR,Ad Mixed American,-1.466325569,-0.793914724,0.015107286
268,AMR,Ad Mixed American,-1.850231532,-1.568192899,0.193342703
269,EAS,East Asian,-1.3464935,3.445976785,-0.403786063
270,EAS,East Asian,-1.620477757,3.561436702,-0.951131853
271,EAS,East Asian,-1.305951943,3.417103198,-0.304526341
272,EAS,East Asian,-1.804033253,2.910356535,-0.880693556
273,EAS,East Asian,-1.372338063,3.008658637,-0.923882113
274,EAS,East Asian,-1.750481189,3.373970939,-0.735994644
275,EAS,East Asian,-1.167428806,3.224922785,-0.50592158
276,EAS,East Asian,-1.734460803,2.950032138,-0.896643778
277,EAS,East Asian,-1.553731705,3.405566227,-0.745953615
278,EAS,East Asian,-1.523191033,3.29911747,-0.320031029
279,EAS,East Asian,-1.265387872,2.737956253,0.238322848
280,EAS,East Asian,-1.835879766,3.077514311,-0.600358294
281,EAS,East Asian,-0.954917031,3.597854606,-0.366880391
282,EAS,East Asian,-1.2073786,3.162545711,-0.576846108
283,EAS,East Asian,-1.469498892,3.661312915,-0.492588284
284,EAS,East Asian,-0.960547168,3.167952571,-1.212983915
285,EAS,East Asian,-1.264100727,2.837737524,-1.015110166
286,EAS,East Asian,-0.972976523,3.2249208,-0.804480383
287,EAS,East Asian,-1.325411894,2.680531132,-0.902737236
288,EAS,East Asian,-1.635330294,2.880230134,-0.049332887
289,EAS,East Asian,-1.022773272,2.609294033,-0.32130305
290,EAS,East Asian,-1.118319589,3.274743113,-0.797184663
291,EAS,East Asian,-0.885603952,3.054190764,0.370316791
292,EAS,East Asian,-1.579083337,3.279847652,-0.833647889
293,EAS,East Asian,-1.216850299,2.865856132,-0.123697444
294,EAS,East Asian,-1.277874979,3.255113768,-0.708774804
295,EAS,East Asian,-1.528492461,3.526783301,-0.146145827
296,EAS,East Asian,-0.654114664,3.310559379,-1.38587183
297,AMR,Ad Mixed American,-1.217214485,-1.967394974,-0.19925268
298,AMR,Ad Mixed American,-1.552040851,-1.225815858,0.256630677
299,AMR,Ad Mixed American,-0.923024933,-1.231401579,1.060208588
300,AMR,Ad Mixed American,-1.259597174,-1.729958976,1.356624385
301,AMR,Ad Mixed American,-1.093604229,-2.089574604,0.320364479
302,AMR,Ad Mixed American,-1.716045163,-2.160236084,-0.894485586
303,AMR,Ad Mixed American,-1.698356616,-1.47543167,0.810213557
304,AMR,Ad Mixed American,-2.000297028,-1.974303523,-0.740938436
305,AMR,Ad Mixed American,-1.522263736,-0.055572031,-0.216850471
306,EAS,East Asian,-1.267228001,2.533572141,-1.104533338
307,EAS,East Asian,-1.525648725,3.065864146,-0.725919941
308,EAS,East Asian,-1.584866347,3.31559463,-0.616848313
309,EAS,East Asian,-1.52850153,2.58832527,0.347912321
310,EAS,East Asian,-1.062287277,3.579828115,-0.48074409
311,EAS,East Asian,-1.33405078,2.850613074,0.127588923
312,EAS,East Asian,-1.400661008,2.656770909,-0.182581996
313,EAS,East Asian,-0.559142923,3.10108167,-0.483938299
314,EAS,East Asian,-1.532169665,3.439316109,-1.131672558
315,EAS,East Asian,-0.878352192,2.994133396,-0.50149564
316,EAS,East Asian,-1.370362973,2.133399063,-0.495694917
317,EAS,East Asian,-1.596311002,3.254145655,-0.249563503
318,EAS,East Asian,-0.790923695,3.19961252,-0.385197482
319,EAS,East Asian,-1.018601358,3.233042124,-0.575308052
320,EAS,East Asian,-1.081880502,3.576598858,0.132108403
321,AMR,Ad Mixed American,-2.325998006,-1.726458229,-0.130331338
322,AMR,Ad Mixed American,-1.42260699,-1.576943663,-0.820763274
323,AMR,Ad Mixed American,0.052342364,-1.052308581,0.709249813
324,AMR,Ad Mixed American,-0.611768114,-0.449372857,0.380981783
325,AMR,Ad Mixed American,0.215885368,-0.569129228,0.162271516
326,AMR,Ad Mixed American,-1.90717525,-2.40659015,-1.107315956
327,AMR,Ad Mixed American,-1.262300593,-0.34520546,-0.196851821
328,AMR,Ad Mixed American,-0.910856269,-1.5316626,-0.547196857
329,AMR,Ad Mixed American,-1.235759184,-2.194428747,0.243494074
330,AMR,Ad Mixed American,-1.653093656,-0.811046574,0.570496678
331,AMR,Ad Mixed American,0.73133039,-1.103020257,1.487382926
332,AMR,Ad Mixed American,-1.582533423,-1.754650384,0.040825015
333,AMR,Ad Mixed American,-1.856819338,-1.677781864,-0.993151899
334,AMR,Ad Mixed American,-1.558411718,-0.88973905,0.656044344
335,AMR,Ad Mixed American,-1.176787515,-0.839640494,0.045368976
336,AMR,Ad Mixed American,-1.695779926,-1.339775198,-0.021072745
337,AMR,Ad Mixed American,-1.875011416,-0.986645704,0.045592227
338,AMR,Ad Mixed American,-1.524295062,-1.335351541,-0.043814276
339,AMR,Ad Mixed American,-1.532693609,-1.615707218,-0.965355919
340,AMR,Ad Mixed American,-0.461148451,-1.341164928,1.156748733
341,AMR,Ad Mixed American,-0.518935122,-1.177538588,0.082422678
342,AMR,Ad Mixed American,-1.62380008,-1.216843654,0.348115273
343,AMR,Ad Mixed American,-0.349788097,-0.416126353,1.402400464
344,AMR,Ad Mixed American,-1.33533599,-1.3392283,2.509983849
345,AMR,Ad Mixed American,-0.084244076,-1.414132039,1.114318327
346,AMR,Ad Mixed American,-1.033614106,-1.017953483,0.168640817
347,AMR,Ad Mixed American,-1.279388058,-1.511750904,0.201298469
348,AMR,Ad Mixed American,-0.820781721,-1.061947008,0.409723229
349,AMR,Ad Mixed American,-0.942277089,-1.32445924,1.144226176
350,AMR,Ad Mixed American,-0.592898192,-0.926249362,1.168417955
351,AMR,Ad Mixed American,-1.420307725,-1.082065276,0.400968186
352,AMR,Ad Mixed American,-1.450795616,-2.166621239,0.440443214
353,AMR,Ad Mixed American,-1.16845272,-1.641515388,-0.330061752
354,AMR,Ad Mixed American,-0.935575688,-2.006621348,-0.429429129
355,AMR,Ad Mixed American,-0.850347193,-0.589600725,-0.493496494
356,AMR,Ad Mixed American,-1.557482325,-1.239349144,0.000282826
357,AMR,Ad Mixed American,-1.981140272,-1.196954063,-0.316573885
358,AMR,Ad Mixed American,-0.296821871,-1.96778129,0.486299203
359,AMR,Ad Mixed American,1.766119562,0.197087495,0.712526746
360,AMR,Ad Mixed American,-1.027503565,-2.066435583,0.236562675
361,AMR,Ad Mixed American,-1.014957488,-0.508630482,0.267538542
362,AMR,Ad Mixed American,-1.890976312,-1.828762043,-0.164639151
363,AMR,Ad Mixed American,-1.727181105,-1.269228847,0.743680139
364,AMR,Ad Mixed American,-1.648310295,-1.652204958,0.092632819
365,AMR,Ad Mixed American,-1.776217157,-1.277433638,1.360250088
366,AMR,Ad Mixed American,-1.71096232,-1.196319197,1.11520296
367,AMR,Ad Mixed American,-0.515341153,-1.918389427,0.232653257
368,AMR,Ad Mixed American,-1.085508868,-0.537252081,1.200413197
369,AMR,Ad Mixed American,-1.869188906,-1.67152508,0.092735506
370,AMR,Ad Mixed American,-1.664011507,-0.244564494,1.005163708
371,AMR,Ad Mixed American,-1.453418606,-1.411610732,0.396678024
372,AMR,Ad Mixed American,-1.759371926,-1.576437372,-0.111720801
373,AMR,Ad Mixed American,-1.613955892,0.039614515,1.888853637
374,AMR,Ad Mixed American,-1.816916968,-0.750505787,0.285803429
375,AMR,Ad Mixed American,-0.666375957,-0.709758972,2.131924386
376,AMR,Ad Mixed American,-1.172551378,-0.534124042,1.424904689
377,AMR,Ad Mixed American,-0.476912741,-0.464772228,0.490457479
378,AMR,Ad Mixed American,-0.770343279,-1.314465235,0.659679637
379,AMR,Ad Mixed American,-0.645138661,-0.233142105,2.299903505
380,AMR,Ad Mixed American,-1.205256021,-1.032428131,0.177818905
381,AMR,Ad Mixed American,-1.085993784,-1.430075026,0.431285233
382,AMR,Ad Mixed American,-1.69582783,-1.869128777,0.532133734
383,AMR,Ad Mixed American,-0.591902782,-0.425593791,1.350535201
384,AMR,Ad Mixed American,-1.384560457,-2.359428705,-0.078849058
385,AMR,Ad Mixed American,-1.238832511,-1.442197865,-0.260606493
386,AMR,Ad Mixed American,-0.480501321,-0.949924908,1.202199732
387,AMR,Ad Mixed American,-1.542031001,-1.674617185,0.234338908
388,AMR,Ad Mixed American,-1.192385542,-1.25502618,-0.53929538
389,AMR,Ad Mixed American,-1.172706997,-1.082663554,0.628484486
390,AMR,Ad Mixed American,-2.058090149,-0.35675137,0.569437807
391,AMR,Ad Mixed American,-1.1328068,-1.084385168,1.37823351
392,AMR,Ad Mixed American,-1.349081501,-1.346449744,-0.055458057
393,AMR,Ad Mixed American,-0.656297675,0.211018315,1.049648376
394,AMR,Ad Mixed American,0.112411922,0.042536358,0.665670725
395,AMR,Ad Mixed American,-1.901212808,-0.073892927,0.823875502
396,AMR,Ad Mixed American,-0.959147836,-1.026438297,0.23965197
397,AMR,Ad Mixed American,-1.875613919,-0.506307922,0.113140151
398,AMR,Ad Mixed American,-0.271759105,-0.82058908,0.203317977
399,AMR,Ad Mixed American,-1.705079793,-1.395709509,-0.446405876
400,AMR,Ad Mixed American,-1.351562087,-0.955779303,1.955529447
401,AMR,Ad Mixed American,-0.52649489,-0.708239093,0.863670077
402,AMR,Ad Mixed American,2.242234683,0.361109466,0.504791183
403,AMR,Ad Mixed American,0.6629577,-0.913018343,-0.054818207
404,AMR,Ad Mixed American,-0.715105509,-1.10559399,1.310625669
405,AMR,Ad Mixed American,-1.055197066,-1.600735887,0.322264303
406,AMR,Ad Mixed American,-0.682753862,-0.315447635,1.756778169
407,AMR,Ad Mixed American,-1.586404034,-0.504207053,1.052231267
408,AMR,Ad Mixed American,-2.112881459,-1.091561363,0.642164705
409,AMR,Ad Mixed American,-1.012575541,-0.630971686,1.571752032
410,AMR,Ad Mixed American,-2.291662858,-0.958838441,0.159887453
411,AMR,Ad Mixed American,-1.838894801,-1.737068337,0.697676223
412,AMR,Ad Mixed American,-1.426995365,-1.744475204,0.159803877
413,AMR,Ad Mixed American,-1.386139931,-1.121833271,0.469563118
414,AMR,Ad Mixed American,-1.440050448,-1.278224617,1.240242608
415,AMR,Ad Mixed American,-1.328108986,-1.342104809,0.647674767
416,AMR,Ad Mixed American,-1.395553868,-0.978359171,0.569771189
417,AMR,Ad Mixed American,-1.829885991,-1.782776687,-1.287554605
418,AMR,Ad Mixed American,-1.807681639,-0.871648667,0.675077877
419,AMR,Ad Mixed American,-1.97705719,-1.454342948,-0.116238835
420,AMR,Ad Mixed American,-1.450441159,-0.280093628,1.330393674
421,AMR,Ad Mixed American,-1.939581001,-2.357572821,0.079893058
422,AMR,Ad Mixed American,-0.069332996,-1.540000628,1.243232723
423,AMR,Ad Mixed American,-0.668941758,-1.245601355,1.030288446
424,AMR,Ad Mixed American,-0.948600787,-1.521660018,0.535078395
425,AMR,Ad Mixed American,-0.758229131,-1.302898178,0.652281789
426,AMR,Ad Mixed American,-0.575106724,-0.722010146,1.119924582
427,AMR,Ad Mixed American,-1.119215705,-1.245947358,-0.217177368
428,AMR,Ad Mixed American,-1.429126009,-1.631111162,-0.439017341
429,AMR,Ad Mixed American,-1.439475826,-2.07063655,0.468240057
430,AMR,Ad Mixed American,-0.922733807,-0.885149247,0.739098341
431,AMR,Ad Mixed American,-1.52617741,-1.151780565,0.111394431
432,EUR,European,-1.793945967,-2.539451118,-0.76391551
433,AMR,Ad Mixed American,-1.665353424,0.229558805,1.42936313
434,AMR,Ad Mixed American,0.355621734,-0.229992966,1.945619987
435,AMR,Ad Mixed American,-1.733975469,-0.116500657,1.814082875
436,AMR,Ad Mixed American,-1.309208579,-1.500616337,1.383708395
437,AMR,Ad Mixed American,-2.0522587,-1.201900779,0.490324063
438,AMR,Ad Mixed American,-1.708915378,-0.299951488,0.666541425
439,AMR,Ad Mixed American,-2.063272828,-1.138668899,0.134085131
440,AMR,Ad Mixed American,-1.674188575,-1.366230735,-0.020288383
441,AMR,Ad Mixed American,-1.848857406,-1.628405527,-0.194085316
442,AMR,Ad Mixed American,-1.814186434,-1.625313707,0.025814995
443,AMR,Ad Mixed American,-2.284069283,-1.788605946,0.386678421
444,AMR,Ad Mixed American,-1.402178625,-2.115423075,-0.299601844
