,label,description,x,y,z
2207,AMR,Ad Mixed American,-1.362976489,1.744641669,1.218454999
2208,AMR,Ad Mixed American,-1.344104194,1.990416335,1.514718536
2209,AMR,Ad Mixed American,-1.731825948,0.017212889,1.561117408
2210,AMR,Ad Mixed American,-1.594307483,1.137299136,1.971614472
2211,AMR,Ad Mixed American,-1.240804381,0.623516687,2.501443216
2212,AMR,Ad Mixed American,-1.491471616,1.775811871,1.18992845
2213,AMR,Ad Mixed American,-1.258730507,1.167228494,1.314482808
2214,AMR,Ad Mixed American,-2.387226373,-0.601754113,1.50571819
2215,AMR,Ad Mixed American,-1.190928148,0.413710677,1.619905459
2216,AMR,Ad Mixed American,-2.03455565,0.023165608,0.654617239
2217,AMR,Ad Mixed American,-1.283412115,-0.544796205,1.823239346
2218,AMR,Ad Mixed American,-1.510566823,1.601161416,2.166838918
2219,AMR,Ad Mixed American,-1.132030485,-0.439417586,2.128150532
2220,AMR,Ad Mixed American,-1.757724233,1.433704182,1.431013824
2221,AMR,Ad Mixed American,-1.396926829,1.026878564,1.699884556
2222,AMR,Ad Mixed American,-1.692900066,-0.222201188,1.548899507
2223,AMR,Ad Mixed American,-1.852205129,-0.086408537,2.339613049
2224,AMR,Ad Mixed American,-1.522875123,-0.209059168,0.757251657
2225,AMR,Ad Mixed American,-1.069509792,-0.865531111,1.635488488
2226,AMR,Ad Mixed American,-1.902670745,0.157404046,2.449811783
2227,AMR,Ad Mixed American,-1.654944388,-0.766026795,0.044324084
2228,AMR,Ad Mixed American,-2.155485372,0.692012397,1.804394813
2229,AMR,Ad Mixed American,-1.208070875,-0.134460621,1.063295389
2230,AMR,Ad Mixed American,-1.158288306,-0.707466615,1.961834651
2231,AMR,Ad Mixed American,-1.356363823,-1.439969374,1.41096105
2232,AMR,Ad Mixed American,-1.338566127,-0.944145229,0.857749009
2233,AMR,Ad Mixed American,-1.665623102,-0.819067475,0.719805557
2234,AMR,Ad Mixed American,-1.99684687,-0.067523627,2.180113694
2235,AMR,Ad Mixed American,-2.088858345,1.105595172,1.113680235
2236,AMR,Ad Mixed American,-1.93304967,1.235735406,1.456929921
2237,AMR,Ad Mixed American,-1.51895433,0.905383673,1.558347042
2238,AMR,Ad Mixed American,-1.18489883,0.730746851,0.56196707
2239,AMR,Ad Mixed American,-2.105920781,-0.471584983,0.457428748
2240,AMR,Ad Mixed American,-1.793056134,-0.823070578,0.032476837
2241,AMR,Ad Mixed American,-1.629712713,-0.155459106,2.574774013
2242,AFR,African,1.963457306,-1.037777632,0.877636922
2243,AFR,African,2.091924994,-0.740649688,0.720709029
2244,AFR,African,3.054356281,-0.231643092,-0.035413636
2245,AFR,African,2.863888123,-0.138970706,0.47481793
2246,AFR,African,2.838096396,-1.24823362,0.379002646
2247,AFR,African,4.005410599,-0.354994493,0.506408128
2248,AFR,African,3.263213737,0.216688305,0.035215236
2249,AFR,African,4.106346513,-0.091258928,-0.070877737
2250,AFR,African,3.625589811,-0.198987973,0.563501199
2251,AFR,African,3.566193004,-0.396678043,-0.100119522
2252,AFR,African,2.274555138,-1.545510891,1.060004245
2253,AFR,African,3.35616277,-0.809295202,-0.153560756
2254,AFR,African,3.790854733,0.806300963,-0.108912107
2255,AFR,African,3.913268475,-0.469118269,-0.428524218
2256,AFR,African,1.362221322,-0.646303728,0.170309919
2257,AFR,African,2.547788758,-1.038022188,1.011085964
2258,AFR,African,1.689273361,-1.177750322,0.436672549
2259,AFR,African,2.771364984,-1.041223723,0.738067722
2260,AFR,African,3.335115913,0.001151999,-0.006265409
2261,AFR,African,2.532561036,-0.926100159,0.362302588
2262,AFR,African,3.258281872,0.552913906,0.113456717
2263,AFR,African,-0.520424584,0.439979269,2.360060769
2264,AFR,African,3.163746876,-0.837871376,-0.239902983
2265,AFR,African,0.446451044,-1.359266437,1.442787394
2266,AFR,African,3.396185654,-0.4166089,0.350095446
2267,AFR,African,2.735267261,-0.44759097,0.492346874
2268,AFR,African,3.392782103,-1.140297306,-0.191172622
2269,AFR,African,3.187638744,-0.229114394,0.240664409
2270,AFR,African,3.756958129,0.648467302,-0.045894336
2271,AFR,African,2.156662445,-1.056353399,1.565648898
2272,AFR,African,3.324885859,-1.128513297,0.36013739
2273,AFR,African,3.629029602,0.117356518,0.289057484
2274,AFR,African,0.592443014,-0.143468754,2.495538042
2275,AFR,African,-1.982405616,0.764013694,1.092315991
2276,AFR,African,2.429221568,-1.178713177,0.141429005
2277,AFR,African,2.904710838,-1.034868717,0.235546163
2278,AFR,African,4.130312297,-1.175365829,0.082386232
2279,AFR,African,3.361360952,-0.974239292,-0.207098315
2280,AFR,African,3.27407918,0.134008522,0.124725089
2281,AFR,African,1.824567918,-1.122297161,0.152895989
2282,AFR,African,3.152086772,0.193846289,0.254781172
2283,AFR,African,3.623164374,0.175223354,0.847241594
2284,AFR,African,1.510638599,-1.115232267,0.760624679
2285,AFR,African,3.009485359,-0.06296332,-0.066933827
2286,AFR,African,3.767013636,-0.563977695,0.415042911
2287,AFR,African,2.773124058,-0.754900664,0.230249504
2288,AFR,African,2.444116205,-0.572317128,0.543928198
2289,AFR,African,3.517969581,-0.072335075,-0.114547371
2290,AFR,African,3.832820846,-1.010376417,-0.197794659
2291,AFR,African,2.971915509,-1.144930968,-0.468424938
2292,AFR,African,1.748674168,-1.173714751,0.118230087
2293,AFR,African,2.416336599,-0.75950946,0.916241196
2294,EUR,European,-1.317186928,-2.464977362,-1.083777922
2295,EUR,European,-2.111954185,-2.062693102,-0.626018338
2296,EUR,European,-2.013659792,-2.341669159,-0.175221349
2297,EUR,European,-1.588165606,-3.213255807,-1.14955705
2298,EUR,European,-1.663069745,-2.225366417,-1.147205237
2299,EUR,European,-1.873524398,-1.982456615,-0.829750056
2300,EUR,European,-2.551159774,-1.649141277,-1.138094681
2301,EUR,European,-1.621399669,-1.74499652,-0.99666348
2302,EUR,European,-1.890480187,-2.843805913,-0.866680449
2303,EUR,European,-1.995349548,-2.150230171,-1.203386309
2304,EUR,European,-1.53652511,-1.862446428,-0.938615765
2305,EUR,European,-2.126342779,-2.049130068,-0.166116393
2306,EUR,European,-2.12043648,-1.6464591,-0.660346541
2307,EUR,European,-1.71903132,-1.529421252,-0.663777061
2308,EUR,European,-1.893785486,-2.244520316,-0.927328777
2309,EUR,European,-1.922150762,-2.355909658,-1.156729548
2310,EUR,European,-1.561289646,-1.89452072,-1.379544806
2311,EUR,European,-2.198887769,-1.88471899,0.160422656
2312,EUR,European,-1.658240039,-1.79585276,-0.07892769
2313,EUR,European,-2.336348699,-1.647501638,-0.538288329
2314,EUR,European,-1.457823824,-1.695197483,-0.760968322
2315,EUR,European,-1.747063238,-2.12849746,-1.251476828
2316,EUR,European,-1.501006331,-2.420158582,-0.22558353
2317,EUR,European,-1.974686909,-1.562893527,-0.998081265
2318,EUR,European,-1.831702344,-1.765043411,-0.114519757
2319,EUR,European,-1.294499762,-2.157168045,-0.597483129
2320,EUR,European,-1.915328402,-2.490350737,-1.657912706
2321,EUR,European,-1.665268592,-2.353191147,-1.045477005
2322,EUR,European,-1.591007224,-2.833131314,-0.632783647
2323,EUR,European,-2.133071215,-2.243073764,-0.005244711
2324,EUR,European,-1.651389202,-2.206753838,-0.972369648
2325,EUR,European,-1.620894417,-2.660448944,-1.359338267
2326,EUR,European,-2.157970189,-1.643083468,-0.925555898
2327,EUR,European,-1.735105594,-2.152435718,-0.372053172
2328,EUR,European,-1.793771505,-2.294889943,-1.231695057
2329,EUR,European,-1.314524534,-2.69533056,-1.044694425
2330,EUR,European,-1.802414045,-1.940332776,-1.205238165
2331,EUR,European,-1.420347185,-1.60990839,-1.468316295
2332,EUR,European,-1.616813629,-1.945784211,-0.69414645
2333,EUR,European,-1.788403568,-2.037952338,-1.262389067
2334,EUR,European,-2.033048697,-2.409996241,-1.439121387
2335,EUR,European,-1.816147314,-2.482956297,-1.406215138
2336,EUR,European,-1.529872667,-1.793618124,-1.424521666
2337,EUR,European,-2.084639851,-2.67867405,-0.554545916
2338,EUR,European,-1.498439299,-1.836967036,-1.047227434
2339,EUR,European,-2.137032068,-1.801018351,-0.292842815
2340,EUR,European,-2.079186228,-2.825074704,-0.830409939
2341,EUR,European,-1.847342185,-2.423888662,-1.605895117
2342,EUR,European,-1.870355473,-1.789641809,-0.209372229
2343,EUR,European,-0.724238169,-2.604021624,-1.048504156
2344,EUR,European,-2.211042694,-2.192574488,-0.942685649
2345,EUR,European,-1.829658236,-1.602166862,-1.060028699
2346,EUR,European,-1.929558812,-2.058490191,-0.699217633
2347,EUR,European,-1.739908704,-1.86943511,-1.258450503
2348,EUR,European,-1.602681188,-2.161727135,-0.650415937
2349,EUR,European,-1.960930705,-1.839353643,-0.077063774
2350,EUR,European,-2.123767385,-2.225419215,-1.531132159
2351,EUR,European,-1.511401391,-2.833567317,-0.418548799
2352,EUR,European,-1.442373057,-2.147085877,-0.884744756
2353,EUR,European,-2.136689315,-2.418146529,-1.315717956
2354,EUR,European,-1.658723408,-2.512128264,-1.169604782
2355,EUR,European,-1.808863371,-2.194430284,-0.631387067
2356,EUR,European,-1.947095629,-2.207459367,-0.384951642
2357,EUR,European,-1.993388918,-1.909267257,-1.582580877
2358,EUR,European,-1.403414791,-1.99036897,-0.672593465
2359,EUR,European,-1.924410917,-1.753849625,-0.746886582
2360,EUR,European,-1.507781914,-2.182308122,-0.74841928
2361,EUR,European,-1.747329365,-2.205918851,-1.502156683
2362,EUR,European,-1.61995685,-2.053913978,-0.625048057
2363,EUR,European,-1.890157299,-2.189331972,-1.042016608
2364,EUR,European,-2.13601333,-1.487529493,-0.919739381
2365,EUR,European,-2.376906706,-2.089054502,0.11598503
2366,EUR,European,-2.041582863,-2.032407614,-0.11676779
2367,EUR,European,-1.721217585,-2.145080326,-0.175025022
2368,EUR,European,-1.893827815,-1.939615476,-0.581440605
2369,EUR,European,-0.980567958,-2.044074748,-0.230943037
2370,EUR,European,-2.115016392,-1.943403234,-1.642022616
2371,EUR,European,-1.946726043,-2.708820041,-0.775142036
2372,EUR,European,-1.24117245,-1.898733966,-1.1550502
2373,EUR,European,-1.884026718,-2.10953708,-0.394460673
2374,EUR,European,-1.950543417,-2.523258377,-1.017669275
2375,EUR,European,-1.676962154,-1.754888371,0.256922367
2376,EUR,European,-2.053402832,-1.300501845,-0.671536048
2377,EUR,European,-2.270507973,-2.156260635,-0.850453552
2378,EUR,European,-1.115701103,-2.049663956,-1.101653457
2379,EUR,European,-1.471085642,-1.221121158,-0.453746634
2380,EUR,European,-1.233014886,-1.637210048,-0.877643047
2381,EUR,European,-1.794409795,-2.152027186,-0.449907994
2382,EUR,European,-2.028678327,-2.153273031,-1.259837135
2383,EUR,European,-1.793701241,-1.866334429,-0.777076507
2384,EUR,European,-1.633085707,-1.811884583,0.239587147
2385,EUR,European,-2.294240403,-1.997552799,-1.728709842
2386,EUR,European,-1.382813921,-2.401092577,-1.407666244
2387,EUR,European,-2.061293294,-2.751749711,-0.314011541
2388,EUR,European,-1.912540761,-2.174343965,0.324160636
2389,EUR,European,-1.855118002,-1.93028162,-0.200133888
2390,EUR,European,-2.095778542,-2.365379462,-1.497512943
2391,EUR,European,-1.035871516,-2.080809653,-1.012219662
2392,EUR,European,-1.59391774,-1.830264365,-0.74105081
2393,EUR,European,-2.213498165,-1.696617456,-0.50165303
2394,EUR,European,-1.815763101,-2.164658504,-0.509393269
2395,EUR,European,-1.689469867,-1.474434412,-0.894308899
2396,EUR,European,-2.020429575,-1.904670565,-1.943096326
2397,EUR,European,-1.694733338,-2.071577341,-0.656006558
2398,EUR,European,-2.313263156,-2.059501297,-0.387417421
2399,EUR,European,-1.48359238,-2.461166173,-0.323008286
2400,EUR,European,-1.079459898,-1.910003177,-0.869444141
2401,SAS,South Asian,-1.184547777,-1.429351336,0.687520158
2402,SAS,South Asian,-0.733889715,-0.858141306,1.052978934
2403,SAS,South Asian,-1.554628384,-0.941264442,0.496165312
2404,SAS,South Asian,-0.869479494,-1.118657352,1.021702863
2405,SAS,South Asian,-1.27922424,-1.133306623,1.633376354
2406,SAS,South Asian,-1.386396779,-1.040666522,0.502996648
2407,SAS,South Asian,-1.251990262,-0.705110571,0.50608009
2408,SAS,South Asian,-0.898048752,-0.330639687,0.887579549
2409,SAS,South Asian,-0.870572173,-0.058172424,1.919069964
2410,SAS,South Asian,-1.4560515,0.487906655,1.013980554
2411,SAS,South Asian,-1.287995805,-0.397562991,0.661283134
2412,SAS,South Asian,-0.857702369,-0.550529013,0.6085298
2413,SAS,South Asian,-1.545465337,-1.036386501,1.036152506
2414,SAS,South Asian,-1.780969538,-0.318291776,0.77703623
2415,SAS,South Asian,-1.396950338,0.136963283,1.289203441
2416,SAS,South Asian,-0.967308656,-0.778609918,0.246148825
2417,SAS,South Asian,-0.893506584,-0.740254882,1.574395169
2418,SAS,South Asian,-1.443307465,-0.479060698,0.62662312
2419,SAS,South Asian,-1.053592852,-0.29702983,0.839291058
2420,SAS,South Asian,-1.171718401,-0.545250283,0.239217431
2421,SAS,South Asian,-1.094331424,-0.458489037,1.075396565
2422,SAS,South Asian,-1.004489851,0.113044644,1.05105492
2423,SAS,South Asian,-0.071796236,0.163459532,0.705664578
2424,SAS,South Asian,-0.643878694,0.440187264,1.196650131
2425,SAS,South Asian,-1.061175538,-0.49808239,0.452220403
2426,SAS,South Asian,-1.217229506,-0.353134779,0.116463522
2427,SAS,South Asian,-1.575478175,-0.897983422,0.457650386
2428,SAS,South Asian,-1.198844439,-0.957560132,-0.113990259
2429,SAS,South Asian,-0.654550079,-1.496879655,1.094404702
2430,SAS,South Asian,-0.211141691,-0.942870782,0.93053987
2431,SAS,South Asian,-0.91230965,-1.536619,0.52932107
2432,SAS,South Asian,-1.581130919,-0.682661538,-0.546743587
2433,SAS,South Asian,-0.995351679,-0.916001602,0.052416876
2434,SAS,South Asian,-1.344110042,-0.708632605,0.78611489
2435,SAS,South Asian,-1.331003899,-0.913319564,0.155754836
2436,SAS,South Asian,-1.408141262,-0.619368869,0.355011696
2437,SAS,South Asian,-1.514182055,-1.587453269,-0.317262506
2438,SAS,South Asian,-1.825105062,-1.546981971,1.158155827
2439,SAS,South Asian,-1.326317292,0.10895425,1.415041971
2440,SAS,South Asian,-1.529043077,0.048318533,0.026070702
2441,SAS,South Asian,-0.973089788,-0.419489206,-0.280397912
2442,SAS,South Asian,-1.096824797,-0.560878953,1.022466887
2443,SAS,South Asian,-0.886052163,0.607208565,1.722164481
2444,SAS,South Asian,-0.583630388,-1.449642627,0.436671411
2445,SAS,South Asian,-0.951009733,-1.151027675,0.238567265
2446,SAS,South Asian,-0.827716621,-0.210408662,1.059467982
2447,SAS,South Asian,-1.544807268,-1.108053834,0.380546158
2448,SAS,South Asian,-1.471754758,-1.159142752,0.56779438
2449,SAS,South Asian,-1.127542626,-1.42393196,-0.470192015
2450,SAS,South Asian,-0.365644999,-0.525712685,0.69711997
2451,SAS,South Asian,-1.919950789,-0.922740495,1.316365799
2452,SAS,South Asian,-1.26581209,-0.649112403,0.479680031
2453,SAS,South Asian,-1.854371702,-0.543883586,-0.048218598
2454,SAS,South Asian,-1.583733905,-0.57168624,0.483191794
2455,SAS,South Asian,-0.566175323,0.308786806,0.68792208
2456,SAS,South Asian,-1.521973527,-0.708789851,-0.038182124
2457,SAS,South Asian,-0.686896235,-0.014157443,1.024623729
2458,SAS,South Asian,-1.37473182,0.372744635,0.294984744
2459,SAS,South Asian,-0.938045209,-0.455921239,-0.790910402
2460,SAS,South Asian,-1.221511161,-1.039403547,-0.240034635
2461,SAS,South Asian,-1.526760536,-0.635189595,0.155378856
2462,SAS,South Asian,-1.462810841,-0.630574022,0.540451779
2463,SAS,South Asian,-0.928478474,-0.621807982,0.92783949
2464,SAS,South Asian,-0.889979753,-0.739346452,0.932031158
2465,SAS,South Asian,-1.013026219,-0.554454635,0.21097373
2466,SAS,South Asian,-1.331994786,-0.652673085,0.705109475
2467,SAS,South Asian,-0.826070284,-0.168889424,0.271434211
2468,SAS,South Asian,-1.776484792,-0.324515612,0.057448359
2469,SAS,South Asian,-1.093511995,-0.61456564,0.578071305
2470,SAS,South Asian,-0.356924396,-0.714014301,1.621449282
2471,SAS,South Asian,-1.388177902,-0.106608571,0.686447321
2472,SAS,South Asian,-1.119864496,-0.689855125,1.297285197
2473,SAS,South Asian,-0.366385124,-0.195751007,0.515752259
2474,SAS,South Asian,-1.702502304,-0.564332795,0.699504614
2475,SAS,South Asian,-1.218034876,-1.241081373,1.313206665
2476,SAS,South Asian,-0.665190396,-0.205306645,1.054212301
2477,SAS,South Asian,-0.804622689,-0.701844961,0.20579714
2478,SAS,South Asian,-1.26137732,-0.420708597,0.923395725
2479,SAS,South Asian,-1.014593008,-0.998432798,0.831192233
2480,SAS,South Asian,-1.405656314,-0.792061148,0.57173352
2481,SAS,South Asian,-0.997941821,-0.627949051,0.370080326
2482,SAS,South Asian,-1.109524983,-0.654524669,1.35411803
2483,SAS,South Asian,-1.560047665,-0.588301629,1.596818895
2484,SAS,South Asian,-1.021257175,-0.911962555,0.387364518
2485,SAS,South Asian,-1.228038179,-0.596390942,0.759968048
2486,SAS,South Asian,-1.933334829,-0.868321209,0.179471193
2487,SAS,South Asian,-1.365172132,0.242612962,0.448347825
2488,SAS,South Asian,-0.837601629,-0.418029464,0.271798632
2489,SAS,South Asian,-0.256798686,-0.019606847,0.502270234
2490,SAS,South Asian,-0.749383902,-0.975842981,1.441545782
2491,SAS,South Asian,-1.113768863,-0.555631897,1.072625855
2492,SAS,South Asian,-0.676581541,-0.027407931,0.197459455
2493,SAS,South Asian,-1.328259332,-0.38796094,0.259746404
2494,SAS,South Asian,-1.16267655,-0.430540057,1.041076428
2495,SAS,South Asian,-0.866754964,-0.235498681,0.335703522
2496,SAS,South Asian,-1.380993557,-0.409656273,0.924923097
2497,SAS,South Asian,-0.566390644,-0.206422959,2.153113259
2498,SAS,South Asian,-1.041509136,-0.596704972,0.804577841
2499,SAS,South Asian,-1.206667416,-0.560379161,0.591846246
2500,SAS,South Asian,-1.156203389,-0.692456791,-0.129029489
2501,SAS,South Asian,-0.767794938,-0.142136429,0.582643863
2502,SAS,South Asian,-0.693529848,-0.711800343,0.409538311
2503,SAS,South Asian,-1.438604982,0.135846939,0.378544334
